Index,Date,Secteur,Commentaire semaine,Commentaire jour,Code_entrée,Entrée,Code_plat,Plat,Code_légumes,Légumes,Code_laitage,Laitage,Code_dessert,Dessert,Code_gouter,Gouter,Code_gouter_02,Gouter_02,Taux participation,Température,Humidité,Vitesse du vent moyen 10 mn,Taux gaspillage,Attente moyenne,Allergies
0,2016-03-21,3,,,FLS,Pamplemousse,VPF,Rôti de porc au jus,,Lentilles,,Crme au chocolat,,,,Pain/ confiture d'abricots/ lait,,,0.93,10.7,58,4.5,0.04,38.3464534607311,0
1,2016-03-21,1,,,FLS,Pamplemousse,VPF,Rôti de porc au jus,,Lentilles,,Crme au chocolat,,,,Pain/ confiture d'abricots/ lait,,,0.95,10.7,58,4.5,0.04,0,0.02
2,2016-03-21,2,,,FLS,Pamplemousse,VPF,Rôti de porc au jus,,Lentilles,,Crme au chocolat,,,,Pain/ confiture d'abricots/ lait,,,0.89,10.7,58,4.5,0.04,13.5274424138202,0.02
3,2016-03-22,3,,,AB,"Salade floride (carotte râpée, dé d'orange)",,Poulet rôti,,Frites,,Saint Paulin,,Compote pommes/ fraises,,Pain/ beurre/ barre chocolatée/ lait,,,0.93,11.2,50,4.3,0.35,17.617790274881,0.02
4,2016-03-22,1,,,AB,"Salade floride (carotte râpée, dé d'orange)",,Poulet rôti,,Frites,,Saint Paulin,,Compote pommes/ fraises,,Pain/ beurre/ barre chocolatée/ lait,,,0.92,11.2,50,4.3,0.4,14.9358223662784,0
5,2016-03-22,2,,,AB,"Salade floride (carotte râpée, dé d'orange)",,Poulet rôti,,Frites,,Saint Paulin,,Compote pommes/ fraises,,Pain/ beurre/ barre chocolatée/ lait,,,0.95,11.2,50,4.3,0.38,0,0
6,2016-03-23,2,,,AB,"Salade piémontaise (pomme de terre, tomate, jambon, œuf, cornichon)",VBF,Steak haché,,Haricots beurre,,Edam,FLS,Poire,AB,Cake aux pépites de chocolat/ yaourt nature,,,0.55,12.8,49,4.4,0.54,0,0.02
7,2016-03-23,3,,,AB,"Salade piémontaise (pomme de terre, tomate, jambon, œuf, cornichon)",VBF,Steak haché,,Haricots beurre,,Edam,FLS,Poire,AB,Cake aux pépites de chocolat/ yaourt nature,,,0.54,12.8,49,4.4,0.53,25.9138503100355,0
8,2016-03-23,1,,,AB,"Salade piémontaise (pomme de terre, tomate, jambon, œuf, cornichon)",VBF,Steak haché,,Haricots beurre,,Edam,FLS,Poire,AB,Cake aux pépites de chocolat/ yaourt nature,,,0.55,12.8,49,4.4,0.52,30.9035320596583,0
9,2016-03-24,1,,,,Radis,VBF,Rôti de bœuf au jus,,Purée de pommes de terre,,Camembert,FLS,Pomme,,Pain/ compote de pches/ lait,,,0.88,10.4,58,3.7,0.19,0,0
10,2016-03-24,2,,,,Radis,"VBF,AB",Tortis bolognaise,,,,Camembert,FLS,Pomme,,Pain/ compote de pches/ lait,,,0.93,10.4,58,3.7,0.06,0,0
11,2016-03-24,3,,,,Radis,VBF,Bœuf bourguignon,,Purée de pommes de terre,,Camembert,FLS,Pomme,,Pain/ compote de pches/ lait,,,0.93,10.4,58,3.7,0.13,9.67322888948104,0
12,2016-03-25,1,,,,"Salade bicolore (chou rouge et blanc, pomme, raisin sec)",,Poisson pané,,Printanire de légumes,EBR,Fromage blanc,,,,Pain/ beurre/ corbeille de fruits/ lait ou fromage,,,0.94,12.9,65,3.5,0.2,0,0
13,2016-03-25,2,,,,"Salade bicolore (chou rouge et blanc, pomme, raisin sec)",,Poisson pané,,Printanire de légumes,EBR,Fromage blanc,,,,Pain/ beurre/ corbeille de fruits/ lait ou fromage,,,0.92,12.9,65,3.5,0.21,0,0.02
14,2016-03-25,3,,,,"Salade bicolore (chou rouge et blanc, pomme, raisin sec)",,Poisson pané,,Printanire de légumes,EBR,Fromage blanc,,,,Pain/ beurre/ corbeille de fruits/ lait ou fromage,,,0.93,12.9,65,3.5,0.23,0,0.02
15,2016-03-28,1,FERIE,,,FERIE,,FERIE,,FERIE,,FERIE,,FERIE,,FERIE,,,0.93,10.8,70,6.7,0.15,21.3210060900072,0.02
16,2016-03-28,2,FERIE,,,FERIE,,FERIE,,FERIE,,FERIE,,FERIE,,FERIE,,,0.93,10.8,70,6.7,0.1,1.98770831020902,0.02
17,2016-03-28,3,FERIE,,,FERIE,,FERIE,,FERIE,,FERIE,,FERIE,,FERIE,,,0.93,10.8,70,6.7,0.12,0,0
18,2016-03-29,1,,,,Concombres bulgares,,Couscous d'agneau et ses légumes,AB,Semoule,,Crme pralinée,,,,Pain/ beurre/ kiwi/ lait,,,0.92,10.3,80,5,0.27,0,0.02
19,2016-03-29,3,,,,Concombres bulgares,,Couscous d'agneau et ses légumes,AB,Semoule,,Crme pralinée,,,,Pain/ beurre/ kiwi/ lait,,,0.92,10.3,80,5,0.26,6.05185704430974,0
20,2016-03-29,2,,,,Concombres bulgares,,Couscous d'agneau et ses légumes,AB,Semoule,,Crme pralinée,,,,Pain/ beurre/ kiwi/ lait,,,0.94,10.3,80,5,0.24,0,0.02
21,2016-03-30,1,,,AB,Salade de blé aux légumes,,Filet de lieu beurre persillé,FLS/AB,Fondue de poireaux,,Tome noire,FLS,Orange,,Pain/ beurre/ barre chocolatée/ lait,,,0.54,8.90000000000003,86,2,0.11,0,0
22,2016-03-30,3,,,AB,Salade de blé aux légumes,,Filet de lieu beurre persillé,"FLS,AB",Fondue de poireaux,,Tome noire,FLS,Orange,,Pain/ beurre/ barre chocolatée/ lait,,,0.54,8.90000000000003,86,2,0.07,22.2125146787511,0.02
23,2016-03-30,2,,,AB,Salade de blé aux légumes,,Filet de lieu beurre persillé,FLS/AB,Fondue de poireaux,,Tome noire,FLS,Orange,,Pain/ beurre/ barre chocolatée/ lait,,,0.57,8.90000000000003,86,2,0.09,2.63322409936996,0.02
24,2016-03-31,1,,,,Oeufs/ salade,VBF,Bœuf bourguignon,AB,Carottes aux pruneaux,,Fromage fondu,FLS,Pomme,,Pain/ compote de pches/ lait,,,0.9,8.40000000000003,81,3.9,0.26,0,0
25,2016-03-31,3,,,,Oeufs/ salade,VBF/AB,Tortis bolognaise,,,,Fromage fondu,FLS,Pomme,,Pain/ compote de pches/ lait,,,0.94,8.40000000000003,81,3.9,0.19,0,0
26,2016-03-31,2,,,,Oeuf/ salade,VBF,Rôti de bœuf au jus,AB,Carottes aux pruneaux,,Fromage fondu,FLS,Pomme,,Pain/ compote de pches/ lait,,,0.91,8.40000000000003,81,3.9,0.31,1.62025290324184,0
27,2016-04-01,2,,,,Salade de thon/ tomate/ maïs,VPF,Galette saucisse,,Salade verte,,,,Timbale glacée,,Pain/ beurre/ corbeille de fruits/ lait ou fromage,,,0.9,8.60000000000002,86,0,0.5,55.8390071635379,0.02
28,2016-04-01,3,,,,Salade de thon/ tomate/ maïs,VPF,Galette saucisse,,Salade verte,,,,Timbale glacée,,Pain/ beurre/ corbeille de fruits/ lait ou fromage,,,0.93,8.60000000000002,86,0,0.49,0,0
29,2016-04-01,1,,,,Salade de thon/ tomate/ maïs,VPF,Galette saucisse,,Salade verte,,,,Timbale glacée,,Pain/ beurre/ corbeille de fruits/ lait ou fromage,,,0.93,8.60000000000002,86,0,0.48,30.1273820978831,0
30,2016-04-04,2,VACANCES SCOLAIRES,,,"Salade fantaisie (céleri, pomme, raisin sec)",,Sot l'y laisse de dinde,,Haricots verts,,Riz au lait,,,,Pain/ beurre/ barre chocolatée/ lait,,,0.11,12.2,74,7.6,0.16,0.479421042184943,0.02
31,2016-04-04,3,VACANCES SCOLAIRES,,,"Salade fantaisie (céleri, pomme, raisin sec)",,Sot l'y laisse de dinde,,Haricots verts,,Riz au lait,,,,Pain/ beurre/ barre chocolatée/ lait,,,0.12,12.2,74,7.6,0.15,16.0343618563721,0
32,2016-04-04,1,VACANCES SCOLAIRES,,,"Salade fantaisie (céleri, pomme, raisin sec)",,Sot l'y laisse de dinde,,Haricots verts,,Riz au lait,,,,Pain/ beurre/ barre chocolatée/ lait,,,0.1,12.2,74,7.6,0.12,1.49232095131836,0.02
33,2016-04-05,3,VACANCES SCOLAIRES,,BBC,Pâté de campagne,,Filet de saumon sauce hollandaise,EBR,Purée de pommes de terre,,Emmenthal,FLS,Poire,,Madeleine/ compote/ lait,,,0.1,9.60000000000002,88,2.3,0.12,0,0
34,2016-04-05,2,VACANCES SCOLAIRES,,BBC,Pâté de campagne,,Filet de saumon sauce hollandaise,EBR,Purée de pommes de terre,,Emmenthal,FLS,Poire,,Madeleine/ compote/ lait,,,0.1,9.60000000000002,88,2.3,0.12,13.6841439219381,0
35,2016-04-05,1,VACANCES SCOLAIRES,,BBC,Pâté de campagne,,Filet de saumon sauce hollandaise,EBR,Purée de pommes de terre,,Emmenthal,FLS,Poire,,Madeleine/ compote/ lait,,,0.1,9.60000000000002,88,2.3,0.14,0,0.02
36,2016-04-06,1,VACANCES SCOLAIRES,,,Asperges sauce mousseline,,Rôti de veau au jus,,Jardinire de légumes,,Morbier,FLS,Kiwi,,Petits suisses/ galettes bretonnes,,,0.05,10.8,83,4.8,0,0,0
37,2016-04-06,2,VACANCES SCOLAIRES,,,Asperges sauce mousseline,,Rôti de veau au jus,,Jardinire de légumes,,Morbier,FLS,Kiwi,,Petits suisses/ galettes bretonnes,,,0.04,10.8,83,4.8,0.04,0,0.02
38,2016-04-06,3,VACANCES SCOLAIRES,,,Asperges sauce mousseline,,Rôti de veau au jus,,Jardinire de légumes,,Morbier,FLS,Kiwi,,Petits suisses/ galettes bretonnes,,,0.05,10.8,83,4.8,0.04,0,0
39,2016-04-07,2,VACANCES SCOLAIRES,,AB,Carottes au citron,,Poulet label rôti,,Frites,,Edam,,"Compote pommes, cassis",,Pain/ confiture/ lait,,,0.12,9.30000000000001,67,6.3,0.2,0,0.02
40,2016-04-07,1,VACANCES SCOLAIRES,,AB,Carottes au citron,,Poulet label rôti,,Frites,,Edam,,"Compote pommes, cassis",,Pain/ confiture/ lait,,,0.12,9.30000000000001,67,6.3,0.22,50.6876624085469,0.02
41,2016-04-07,3,VACANCES SCOLAIRES,,AB,Carottes au citron,,Poulet label rôti,,Frites,,Edam,,"Compote pommes, cassis",,Pain/ confiture/ lait,,,0.11,9.30000000000001,67,6.3,0.23,10.9145052551311,0.02
42,2016-04-08,1,VACANCES SCOLAIRES,,AB,Betteraves crues persillées,"VPF, EBR",Sauté de porc au paprika,,Choux braisés,EBR,Fromage blanc,,,,Pain/ beurre/ corbeille de fruits/ lait ou fromage,,,0.08,10.2,85,4.3,0.04,8.73044812772499,0
43,2016-04-08,3,VACANCES SCOLAIRES,,AB,Betteraves crues persillées,"VPF, EBR",Sauté de porc au paprika,,Choux braisés,EBR,Fromage blanc,,,,Pain/ beurre/ corbeille de fruits/ lait ou fromage,,,0.08,10.2,85,4.3,0.04,10.5363903181792,0.02
44,2016-04-08,2,VACANCES SCOLAIRES,,AB,Betteraves crues persillées,"VPF, EBR",Sauté de porc au paprika,,Choux braisés,EBR,Fromage blanc,,,,Pain/ beurre/ corbeille de fruits/ lait ou fromage,,,0.08,10.2,85,4.3,0.04,0,0.02
45,2016-04-11,3,VACANCES SCOLAIRES,,,Chou rouge aux raisins,VPF,Timbale milanaise,,,EBR,Yaourt aux myrtilles,,,,Pain/ beurre/ barre chocolatée/ lait,,,0.1,11.9,68,2.8,0.04,26.0833849238763,0.02
46,2016-04-11,1,VACANCES SCOLAIRES,,,Chou rouge aux raisins,VPF,Timbale milanaise,,,EBR,Yaourt aux myrtilles,,,,Pain/ beurre/ barre chocolatée/ lait,,,0.1,11.9,68,2.8,0.04,14.6580036098358,0.02
47,2016-04-11,2,VACANCES SCOLAIRES,,,Chou rouge aux raisins,VPF,Timbale milanaise,,,EBR,Yaourt aux myrtilles,,,,Pain/ beurre/ barre chocolatée/ lait,,,0.1,11.9,68,2.8,0.06,0.783378841900144,0.02
48,2016-04-12,2,VACANCES SCOLAIRES,,,Potage de légumes,,Filet de lieu sauce crevettes,AB,Purée de pommes de terre persillées,,Saint Nectaire,,Orange,,Pain d'épices/ compote/ lait,,,0.1,12.5,72,2,0.04,17.4472856792354,0
49,2016-04-12,3,VACANCES SCOLAIRES,,,Potage de légumes,,Filet de lieu sauce crevettes,AB,Purée de pommes de terre persillées,,Saint Nectaire,,Orange,,Pain d'épices/ compote/ lait,,,0.1,12.5,72,2,0.04,11.3359437226166,0
50,2016-04-12,1,VACANCES SCOLAIRES,,,Potage de légumes,,Filet de lieu sauce crevettes,AB,Purée de pommes de terre persillées,,Saint Nectaire,,Orange,,Pain d'épices/ compote/ lait,,,0.09,12.5,72,2,0.04,0,0
51,2016-04-13,1,VACANCES SCOLAIRES,,,"Salade de printemps (radis, maïs, salade, concombre, poivron)",,Blanquette de veau,AB,Riz pilaf,,Ile flottante,,,AB,Yaourt nature sucré/ orange,,,0.05,8.20000000000005,97,1.2,0.15,0,0
52,2016-04-13,2,VACANCES SCOLAIRES,,,"Salade de printemps (radis, maïs, salade, concombre, poivron)",,Blanquette de veau,AB,Riz pilaf,,Ile flottante,,,AB,Yaourt nature sucré/ orange,,,0.05,8.20000000000005,97,1.2,0.17,35.4918583870317,0
53,2016-04-13,3,VACANCES SCOLAIRES,,,"Salade de printemps (radis, maïs, salade, concombre, poivron)",,Blanquette de veau,AB,Riz pilaf,,Ile flottante,,,AB,Yaourt nature sucré/ orange,,,0.06,8.20000000000005,97,1.2,0.19,18.2090568273361,0.02
54,2016-04-14,2,VACANCES SCOLAIRES,,,Taboulé,VPF,Rôti de porc au jus,,Brocolis panachés,,Petits suisses sucrés,,,FLS,Pain/ beurre/ poire/ lait,,,0.08,11.6,75,5,0.04,0,0.02
55,2016-04-14,3,VACANCES SCOLAIRES,,,Taboulé,VPF,Rôti de porc au jus,,Brocolis panachés,,Petits suisses sucrés,,,FLS,Pain/ beurre/ poire/ lait,,,0.07,11.6,75,5,0.04,25.8117152430176,0
56,2016-04-14,1,VACANCES SCOLAIRES,,,Taboulé,VPF,Rôti de porc au jus,,Brocolis panachés,,Petits suisses sucrés,,,FLS,Pain/ beurre/ poire/ lait,,,0.1,11.6,75,5,0.04,1.36990184394405,0
57,2016-04-15,1,VACANCES SCOLAIRES,,AB,Salade de pommes de terre/ thon,VBF,Steak haché,,Petits pois à la franaise,,Fromage ail et fines herbes,,Banane,,Pain/ beurre/ corbeille de fruits/ lait ou fromage,,,0.13,12.9,64,8.2,0.31,0,0.02
58,2016-04-15,2,VACANCES SCOLAIRES,,AB,Salade de pommes de terre/ thon,VBF,Steak haché,,Petits pois à la franaise,,Fromage ail et fines herbes,,Banane,,Pain/ beurre/ corbeille de fruits/ lait ou fromage,,,0.13,12.9,64,8.2,0.32,9.459267322423,0
59,2016-04-15,3,VACANCES SCOLAIRES,,AB,Salade de pommes de terre/ thon,VBF,Steak haché,,Petits pois à la franaise,,Fromage ail et fines herbes,,Banane,,Pain/ beurre/ corbeille de fruits/ lait ou fromage,,,0.12,12.9,64,8.2,0.29,23.5103299554932,0
60,2016-04-18,1,,,,Radis,VBF,Lasagnes de bœuf,,Salade verte,,Crme vanille,,,,Pain/ confiture/ lait,,,0.92,9.80000000000001,55,1.2,0.27,0,0.02
61,2016-04-18,2,,,,Radis,VBF,Lasagnes de bœuf,,Salade verte,,Crme vanille,,,,Pain/ confiture/ lait,,,0.92,9.80000000000001,55,1.2,0.3,1.32184012258518,0.02
62,2016-04-18,3,,,,Radis,VBF,Lasagnes de bœuf,,Salade verte,,Crme vanille,,,,Pain/ confiture/ lait,,,0.91,9.80000000000001,55,1.2,0.29,0,0
63,2016-04-19,1,,,,Crme de carottes,AB,Omelette,,Epinards panachés à la crme,,Camembert,FLS,Pomme,,Pain/ beurre/ barre chocolatée/ lait,,,0.94,12.2,59,3.9,0.21,0,0
64,2016-04-19,2,,,,Crme de carottes,AB,Omelette,,Epinards panachés à la crme,,Camembert,FLS,Pomme,,Pain/ beurre/ barre chocolatée/ lait,,,0.93,12.2,59,3.9,0.17,23.0790699905223,0.02
65,2016-04-19,3,,,,Crme de carottes,AB,Omelette,,Epinards panachés à la crme,,Camembert,FLS,Pomme,,Pain/ beurre/ barre chocolatée/ lait,,,0.9,12.2,59,3.9,0.2,0,0
66,2016-04-20,1,,,AB,Betteraves crues mimosa,PLC,Paëlla aux légumes,,Salade verte,AB,Yaourt nature sucré,,,,Mini quartre quarts/ compote,,,0.55,13.9,51,8.6,0.04,5.44324448884527,0
67,2016-04-20,2,,,AB,Betteraves crues mimosa,PLC,Paëlla aux légumes,,Salade verte,AB,Yaourt nature sucré,,,,Mini quartre quarts/ compote,,,0.55,13.9,51,8.6,0.04,15.40899428002,0.02
68,2016-04-20,3,,,AB,Betteraves crues mimosa,PLC,Paëlla aux légumes,,Salade verte,AB,Yaourt nature sucré,,,,Mini quartre quarts/ compote,,,0.54,13.9,51,8.6,0.04,9.02925422855985,0
69,2016-04-21,2,,,,Concombre vinaigrette/ féta,,Agneau marengo,,Haricots verts,,,,Grillé aux pommes,,Pain/ beurre/ banane/ lait,,,0.91,14.6,72,0.9,0.25,0,0.02
70,2016-04-21,1,,,,Concombre vinaigrette/ féta,,Veau marengo,,Haricots verts,,,,Grillé aux pommes,,Pain/ beurre/ banane/ lait,,,0.9,14.6,72,0.9,0.05,14.0874790764636,0.02
71,2016-04-21,3,,,,Concombre vinaigrette/ féta,,Rôti de veau au jus,,Haricots verts,,,,Grillé aux pommes,,Pain/ beurre/ banane/ lait,,,0.91,14.6,72,0.9,0.09,0,0
72,2016-04-22,3,,,BBC,Saucisson à l'ail/ salade,,Filet de lieu sauce crme,AB,Carottes ménagres,,Saint Paulin,FLS,Poire,,Pain/ beurre/ corbeille de fruits/ lait ou fromage,,,0.92,13.3,91,1.6,0.13,0,0
73,2016-04-22,1,,,BBC,Saucisson à l'ail/ salade,,Filet de lieu sauce crme,AB,Carottes ménagres,,Saint Paulin,FLS,Poire,,Pain/ beurre/ corbeille de fruits/ lait ou fromage,,,0.95,13.3,91,1.6,0.11,0,0
74,2016-04-22,2,,,BBC,Saucisson à l'ail/ salade,,Filet de lieu sauce crme,AB,Carottes ménagres,,Saint Paulin,FLS,Poire,,Pain/ beurre/ corbeille de fruits/ lait ou fromage,,,0.92,13.3,91,1.6,0.14,0,0.02
75,2016-04-25,1,,,FLS,Pamplemouse,VPF,Sauté de porc au curry,AB,Printanire de légumes,,Crme dessert chocolat,,,,Pain/ beurre/ barre chocolatée/ lait,,,0.87,10.8,67,5.4,0.04,0,0
76,2016-04-25,2,,,FLS,Pamplemouse,VPF,Sauté de porc au curry,AB,Printanire de légumes,,Crme dessert chocolat,,,,Pain/ beurre/ barre chocolatée/ lait,,,0.89,10.8,67,5.4,0.04,0,0
77,2016-04-25,3,,,FLS,Pamplemouse,VPF,Sauté de porc au curry,AB,Printanire de légumes,,Crme dessert chocolat,,,,Pain/ beurre/ barre chocolatée/ lait,,,0.92,10.8,67,5.4,0.01,0,0
78,2016-04-26,3,,,AB,Carottes persillées,,Poulet rôti,,Frites,EBR,Yaourt aux fruits,,,,Pain/ compote/ lait,,,0.89,8.70000000000005,55,8,0.33,4.44553189889851,0
79,2016-04-26,2,,,AB,Carottes persillées,,Poulet rôti,,Frites,EBR,Yaourt aux fruits,,,,Pain/ compote/ lait,,,0.93,8.70000000000005,55,8,0.4,4.60341053249839,0
80,2016-04-26,1,,,AB,Carottes persillées,,Poulet rôti,,Frites,EBR,Yaourt aux fruits,,,,Pain/ compote/ lait,,,0.92,8.70000000000005,55,8,0.39,4.79223570296609,0
81,2016-04-27,3,,,,Taboulé,,Escalope de dinde au jus,,Gratin de courgettes,,Comté,FLS,Poire,,Pain/ confiture/ lait,,,0.55,10,57,5.9,0.19,16.1684409073131,0
82,2016-04-27,1,,,,Taboulé,,Escalope de dinde au jus,,Gratin de courgettes,,Comté,FLS,Poire,,Pain/ confiture/ lait,,,0.57,10,57,5.9,0.24,0,0.02
83,2016-04-27,2,,,,Taboulé,,Escalope de dinde au jus,,Gratin de courgettes,,Comté,FLS,Poire,,Pain/ confiture/ lait,,,0.55,10,57,5.9,0.22,18.7651532790544,0.02
84,2016-04-28,1,,,FLS,Cœur de palmier/ maïs/ radis,"VBF,EBR",Hachis parmentier,,Salade,,Carré frais,,Pomme,,Yaourt/ spéculoos,,,0.91,9.40000000000003,51,1.1,0.13,0,0.02
85,2016-04-28,3,,,FLS,Cœur de palmier/ maïs/ radis,VBF,Rôti de bœuf,AB,Pommes persillées,,Carré frais,,Pomme,,Yaourt/ spéculoos,,,0.93,9.40000000000003,51,1.1,0.31,0,0.02
86,2016-04-28,2,,,FLS,Cœur de palmier/ maïs/ radis,VBF,Goulasch,AB,Pommes persillées,,Carré frais,,Pomme,,Yaourt/ spéculoos,,,0.95,9.40000000000003,51,1.1,0.15,9.46318600416603,0
87,2016-04-29,3,,,,Céleri rémoulade,,Filet de lieu sauce armoricaine,AB,Riz créole,,Tome noire,,Banane,,Pain/ beurre/ corbeille de fruits/ lait ou fromage,,,0.9,11.6,69,4.9,0.04,41.991335747066,0.02
88,2016-04-29,1,,,,Céleri rémoulade,,Filet de lieu sauce armoricaine,AB,Riz créole,,Tome noire,,Banane,,Pain/ beurre/ corbeille de fruits/ lait ou fromage,,,0.9,11.6,69,4.9,0.04,0,0.02
89,2016-04-29,2,,,,Céleri rémoulade,,Filet de lieu sauce armoricaine,AB,Riz créole,,Tome noire,,Banane,,Pain/ beurre/ corbeille de fruits/ lait ou fromage,,,0.95,11.6,69,4.9,0.04,12.8736707635826,0
90,2016-05-02,2,,,AB,Salade de pâtes aux légumes,,Sauté de poulet antillais,,Haricots beurre,EBR,Fromage blanc,,Oreillons d'abricots,,Pain/ beurre/ barre chocolatée/ lait,,,0.92,13.1,77,4.4,0.37,2.22891553386699,0.02
91,2016-05-02,3,,,AB,Salade de pâtes aux légumes,,Sauté de poulet antillais,,Haricots beurre,EBR,Fromage blanc,,Oreillons d'abricots,,Pain/ beurre/ barre chocolatée/ lait,,,0.94,13.1,77,4.4,0.39,3.73591276562381,0
92,2016-05-02,1,,,AB,Salade de pâtes aux légumes,,Sauté de poulet antillais,,Haricots beurre,EBR,Fromage blanc,,Oreillons d'abricots,,Pain/ beurre/ barre chocolatée/ lait,,,0.93,13.1,77,4.4,0.37,2.46922645948241,0.02
93,2016-05-03,1,,,AB,Betteraves cuites persillées,,Poisson pané beurre citron,,Purée de céleri,,Camembert,,Kiwi,,Cake aux pépites de chocolat/ lait,,,0.93,12.6,62,3.8,0.12,0,0
94,2016-05-03,2,,,AB,Betteraves cuites persillées,,Poisson pané beurre citron,,Purée de céleri,,Camembert,,Kiwi,,Cake aux pépites de chocolat/ lait,,,0.94,12.6,62,3.8,0.1,0,0.02
95,2016-05-03,3,,,AB,Betteraves cuites persillées,,Poisson pané beurre citron,,Purée de céleri,,Camembert,,Kiwi,,Cake aux pépites de chocolat/ lait,,,0.92,12.6,62,3.8,0.11,7.22873840260697,0
96,2016-05-04,1,,,,Oeufs/ salade,VPF,Rôti de porc,,Petits pois/ carottes,,,,Grillé aux pommes,,Pain/ beurre/ banane/ lait,,,0.54,14,54,4.4,0.04,0.368453987752439,0
97,2016-05-04,2,,,,Oeufs/ salade,VPF,Rôti de porc,,Petits pois/ carottes,,,,Grillé aux pommes,,Pain/ beurre/ banane/ lait,,,0.56,14,54,4.4,0.01,0,0.02
98,2016-05-04,3,,,,Oeufs/ salade,VPF,Rôti de porc,,Petits pois/ carottes,,,,Grillé aux pommes,,Pain/ beurre/ banane/ lait,,,0.54,14,54,4.4,0.04,0,0
99,2016-05-05,1,,FERIE,,FERIE,,FERIE,,FERIE,,FERIE,,FERIE,,FERIE,,,0.93,16.1,50,4.4,0.13,6.57130553617601,0
100,2016-05-05,2,,FERIE,,FERIE,,FERIE,,FERIE,,FERIE,,FERIE,,FERIE,,,0.93,16.1,50,4.4,0.09,17.5805690503205,0.02
101,2016-05-05,3,,FERIE,,FERIE,,FERIE,,FERIE,,FERIE,,FERIE,,FERIE,,,0.87,16.1,50,4.4,0.08,10.1863398566723,0
102,2016-05-06,3,,FERME,,FERME,,FERME,,FERME,,FERME,,FERME,,FERME,,,0.92,17,56,4.4,0.03,0,0.02
103,2016-05-06,2,,FERME,,FERME,,FERME,,FERME,,FERME,,FERME,,FERME,,,0.94,17,56,4.4,0.05,0,0.02
104,2016-05-06,1,,FERME,,FERME,,FERME,,FERME,,FERME,,FERME,,FERME,,,0.92,17,56,4.4,0.08,0,0.02
105,2016-05-09,1,,,,Sardines/ beurre,VPF,Saucisse grillée,,Lentilles,,Gouda,,Pomme,,Pain/ beurre/ barre chocolatée/ lait,,,0.93,15.9,79,4.6,0.15,0,0.02
106,2016-05-09,2,,,,Sardines/ beurre,VPF,Saucisse grillée,,Lentilles,,Gouda,,Pomme,,Pain/ beurre/ barre chocolatée/ lait,,,0.92,15.9,79,4.6,0.21,0,0.02
107,2016-05-09,3,,,,Sardines/ beurre,VPF,Saucisse grillée,,Lentilles,,Gouda,,Pomme,,Pain/ beurre/ barre chocolatée/ lait,,,0.91,15.9,79,4.6,0.17,35.7562931241212,0
108,2016-05-10,1,,,FLS,Radis,,Rôti de dinde au jus,,Frites,AB,Yaourt nature sucré,,,,Pain/ compote/ lait,,,0.92,16.2,81,2.1,0.08,31.3788752885205,0
109,2016-05-10,2,,,FLS,Radis,,Rôti de dinde au jus,,Frites,AB,Yaourt nature sucré,,,,Pain/ compote/ lait,,,0.91,16.2,81,2.1,0.06,33.1278828442999,0.02
110,2016-05-10,3,,,FLS,Radis,,Rôti de dinde au jus,,Frites,AB,Yaourt nature sucré,,,,Pain/ compote/ lait,,,0.92,16.2,81,2.1,0.08,0,0.02
111,2016-05-11,2,,,,Carottes/ dés de fromage,AB,Couscous de légumes,,,,Fromage blanc fondu,FLS,Fraises,,Madeleine/ cocktail de fruits/ lait,,,0.55,15.2,85,3,0.15,0,0
112,2016-05-11,1,,,,Carottes/ dés de fromage,AB,Couscous de légumes,,,,Fromage blanc fondu,FLS,Fraises,,Madeleine/ cocktail de fruits/ lait,,,0.55,15.2,85,3,0.18,0.530672256296191,0
113,2016-05-11,3,,,,Carottes/ dés de fromage,AB,Couscous de légumes,,,,Fromage blanc fondu,FLS,Fraises,,Madeleine/ cocktail de fruits/ lait,,,0.56,15.2,85,3,0.18,12.3111330205785,0
114,2016-05-12,3,,,FLS,Concombre bulgare,VBF,Goulasch,,Haricots verts,,Crme dessert vanille,,Crêpes dentelles,,Pain/ beurre/ banane/ lait,,,0.92,13.4,94,3,0.17,6.0142768270603,0
115,2016-05-12,2,,,FLS,Concombre bulgare,"VBF,EBR",Hachis parmentier,,Salade verte,,Crme dessert vanille,,Crêpes dentelles,,Pain/ beurre/ banane/ lait,,,0.93,13.4,94,3,0.2,61.1816053305387,0
116,2016-05-12,1,,,FLS,Concombre bulgare,VBF,Rôti de bœuf,,Haricots verts,,Crme dessert vanille,,Crêpes dentelles,,Pain/ beurre/ banane/ lait,,,0.92,13.4,94,3,0.31,12.2603400186316,0.02
117,2016-05-13,1,,,,Salade de tomates,,Filet de saumon sauce beurre blanc,,Choux braisés,,,,Eclair au chocolat,,Pain/ beurre/ corbeille de fruits/ lait ou fromage,,,0.95,13.9,90,4.4,0.2,41.6139820481233,0
118,2016-05-13,3,,,,Salade de tomates,,Filet de saumon sauce beurre blanc,,Choux braisés,,,,Eclair au chocolat,,Pain/ beurre/ corbeille de fruits/ lait ou fromage,,,0.91,13.9,90,4.4,0.2,0,0.02
119,2016-05-13,2,,,,Salade de tomates,,Filet de saumon sauce beurre blanc,,Choux braisés,,,,Eclair au chocolat,,Pain/ beurre/ corbeille de fruits/ lait ou fromage,,,0.9,13.9,90,4.4,0.23,3.6676394530294,0
